name,April,February,January,June,March,May
Sandy Stanley MD,3,0,2,0,1,2
Sandy Taylor DDS,3,2,2,0,1,0
Sara Allen,0,3,1,2,0,1
Sara Clayton,1,0,3,3,3,1
Sara Dalton,0,0,3,1,2,2
Sara Doyle,0,2,3,2,2,2
Sara Estrada,1,3,2,3,3,0
Sara Glover,0,1,1,3,1,3
Sara Gonzales,0,2,2,1,3,0
Sara Green,3,0,0,3,1,2
Sara Gutierrez,2,0,3,3,3,2
Sara Harper,0,3,1,3,3,2
Sara Hawkins,1,0,1,0,2,0
Sara Hernandez,3,2,2,1,3,2
Sara Hughes,2,3,3,2,2,0
Sara James,2,1,0,2,3,2
Sara Jones,0,3,1,3,2,3
Sara Knight,0,1,0,0,3,0
Sara Lambert,3,0,1,2,1,2
Sara Lowery,2,1,2,2,2,3
Sara Moore,3,0,3,3,3,3
Sara Morales,0,3,0,1,1,3
Sara Morse,1,3,0,1,3,1
Sara Murray,0,0,2,0,1,3
Sara Serrano,1,1,2,1,1,1
Sara Smith,1,2,2,0,3,3
Sara Soto,1,3,0,3,2,1
Sara Stein,1,1,2,0,2,2
Sara Taylor,0,2,2,3,2,3
Sara Valencia,3,3,3,2,1,1
Sara Wilson,1,2,0,2,3,0
Sara Wright,1,3,1,0,1,0
Sarah Alexander,1,6,5,4,5,4
Sarah Austin,2,1,1,3,3,3
Sarah Ayers,0,3,3,2,2,0
Sarah Bailey,2,2,0,0,0,0
Sarah Baldwin,0,0,1,1,1,3
Sarah Beltran,1,3,1,1,2,2
Sarah Bennett,1,0,2,2,1,2
Sarah Carlson,3,3,3,1,0,2
Sarah Carr,2,1,1,0,1,2
Sarah Chen,1,2,3,3,3,1
Sarah Cooper,0,0,0,2,3,0
Sarah Crawford,4,4,2,5,4,5
Sarah Daniels,3,2,1,1,3,1
Sarah Dixon,3,1,2,2,0,3
Sarah Fischer,0,0,1,1,1,1
Sarah Garcia,7,2,6,4,7,3
Sarah Gonzales,0,0,0,2,1,0
Sarah Gray,3,0,0,3,1,1
Sarah Green,2,1,2,2,2,1
Sarah Jackson,0,2,3,0,2,2
Sarah James,1,3,3,1,3,2
Sarah Jones,1,3,2,0,0,0
Sarah King,2,0,0,2,3,3
Sarah Kline,0,2,1,0,2,0
Sarah Leblanc,0,3,1,0,2,3
Sarah Martin,1,3,0,4,4,3
Sarah Matthews,2,0,2,0,2,3
Sarah Meyers,2,0,3,0,1,1
Sarah Miller,2,1,3,0,0,3
Sarah Murray,3,0,3,2,0,1
Sarah Noble,2,0,0,0,2,0
Sarah Owens,3,1,0,2,0,1
Sarah Perry,1,1,3,0,1,0
Sarah Ramirez,1,1,3,3,3,0
Sarah Ray,2,3,0,0,2,2
Sarah Raymond,0,1,1,3,0,0
Sarah Reynolds,1,1,0,3,0,2
Sarah Rocha,0,3,0,2,3,2
Sarah Rogers,0,1,1,3,1,0
Sarah Sanchez,2,0,0,1,2,3
Sarah Smith,3,3,3,2,2,1
Sarah Stone,3,3,3,0,0,0
Sarah Sullivan,3,2,0,0,2,3
Sarah Taylor,2,2,0,3,0,2
Sarah Wallace,0,4,4,2,1,3
Sarah Walton,1,2,0,2,1,0
Sarah Williams,2,3,3,0,1,0
Sarah Winters,3,1,0,2,0,0
Sarah Young,3,0,0,1,3,1
Savannah Curtis,2,2,1,1,2,3
Savannah Lawson,0,2,1,0,2,1
Savannah Lopez,2,1,2,3,3,0
Savannah Perez,3,1,2,1,3,0
Savannah Santiago,1,3,0,3,2,2
Scott Adams,3,1,3,1,0,2
Scott Aguilar,2,3,2,2,2,1
Scott Black,2,3,2,3,3,2
Scott Brewer,2,0,2,0,2,0
Scott Cobb,2,3,1,0,3,2
Scott Cruz,1,1,1,0,2,0
Scott Dean,3,3,3,2,2,1
Scott Flores,2,3,0,2,0,2
Scott Frey,2,0,2,3,3,1
Scott Gillespie,2,0,0,2,2,0
Scott Hanna,3,3,0,2,2,1
Scott Hardy,3,1,3,1,2,2
Scott Hernandez,1,0,2,3,3,2
Scott Howell,0,0,2,2,1,1
Scott Huerta,2,0,3,3,3,2
Scott Hurst,2,1,1,2,1,2
Scott Jackson,0,3,0,2,0,0
Scott Jenkins,2,3,0,1,3,3
Scott Johnson,2,3,2,1,3,3
Scott Jones,4,3,3,5,6,4
Scott Jordan,0,0,0,2,3,3
Scott Keith,2,0,3,3,3,1
Scott Lamb,0,0,1,2,0,1
Scott Lopez,1,1,1,1,1,3
Scott Marks,0,3,3,3,3,3
Scott Mcgrath,3,1,3,0,3,0
Scott Mcknight,2,0,1,1,1,1
Scott Mercado,0,1,0,0,1,3
Scott Meyer,1,3,3,3,3,2
Scott Miller,0,0,2,0,0,1
Scott Nguyen,0,2,0,3,1,3
Scott Peters,1,1,3,3,0,0
Scott Phelps,1,0,0,3,3,3
Scott Roberts,3,0,3,3,0,2
Scott Robinson,1,1,1,3,1,2
Scott Rogers,0,0,3,3,2,2
Scott Schultz,0,3,3,2,3,3
Scott Shannon,0,0,3,2,1,0
Scott Shaw,3,1,3,0,1,1
Scott Shepherd,0,1,0,2,3,0
Scott Smith,1,1,2,1,3,2
Scott Sparks,1,1,2,2,0,0
Scott Sutton,1,1,2,1,1,1
Scott Walker,0,3,2,1,0,3
Scott Williams,1,0,2,0,1,3
Scott Willis,1,1,2,2,2,2
Sean Alexander,1,1,1,3,3,2
Sean Blair,1,3,3,1,3,0
Sean Collins,0,2,3,0,2,2
Sean Ford,2,3,1,0,1,0
Sean Harris,2,1,2,3,0,2
Sean Hendricks,2,0,3,1,2,2
Sean Johnson,1,0,3,0,3,0
Sean Juarez,0,3,1,2,3,3
Sean Lewis,2,2,2,2,0,1
Sean Lynn,1,0,1,2,2,0
Sean Meyer,2,2,3,1,0,2
Sean Mitchell,0,1,0,3,1,3
Sean Morris,2,1,0,0,3,3
Sean Neal,2,3,2,3,2,3
Sean Norris,3,0,1,1,1,1
Sean Riley,3,3,1,3,3,3
Sean Rivera,2,1,3,2,3,3
Sean Roberts,6,5,4,3,0,2
Sean Robinson,1,3,2,1,3,1
Sean Ryan,2,2,2,3,2,3
Sean Schultz,3,3,1,3,1,2
Sean Wilcox,1,2,3,3,2,1
Selena Jenkins,0,2,0,2,0,0
Sergio Myers,3,3,0,1,3,0
Seth Lopez,3,3,1,0,3,0
Seth Randall,3,3,2,0,1,2
Seth Salinas,2,0,3,3,2,2
Seth Taylor,0,1,1,3,2,1
Seth Walker,2,0,0,2,3,1
Seth Ward,1,0,2,0,2,2
Shane Carney,0,1,3,2,0,3
Shane Daniels,1,2,3,3,0,0
Shane Fields,3,3,0,1,0,3
Shane Hawkins,3,1,3,3,0,0
Shane Hernandez,0,0,3,3,2,1
Shane King,3,1,2,3,2,2
Shane Lee,3,1,1,1,3,2
Shane Mckinney,2,3,0,3,0,1
Shane Morrow,1,1,3,0,3,0
Shane Nichols,3,2,3,2,0,0
Shane Patterson,2,1,0,0,2,3
Shane Rowe,1,3,0,0,1,3
Shane Wood,0,1,0,3,1,2
Shannon Chapman,2,3,2,2,2,3
Shannon Cook,3,0,3,1,2,1
Shannon Craig,3,1,1,3,3,2
Shannon Davis,0,2,1,0,3,3
Shannon Dunn,0,2,2,3,2,1
Shannon Fernandez,2,2,2,3,1,2
Shannon Franco,3,0,1,0,2,3
Shannon Gardner,0,1,3,1,1,2
Shannon Hansen,2,3,1,1,2,0
Shannon Hayes,0,1,1,2,3,1
Shannon Howe,1,0,2,2,0,2
Shannon Jones,3,0,0,0,2,0
Shannon King MD,3,1,1,0,3,3
Shannon Lee,1,2,3,3,1,2
Shannon Martinez,1,2,0,2,3,0
Shannon Mason,3,2,2,1,1,1
Shannon May,1,1,1,0,3,2
Shannon Mccarthy,0,0,3,2,1,1
Shannon Mendoza,2,0,3,0,2,3
Shannon Miles,2,0,1,2,1,2
Shannon Moore,0,2,2,1,0,1
Shannon Myers,2,2,1,1,0,2
Shannon Nguyen,3,3,2,0,2,2
Shannon Patton,1,2,3,2,0,3
Shannon Peters,0,3,2,2,3,1
Shannon Phillips,0,1,3,3,2,1
Shannon Ray,1,2,1,3,2,3
Shannon Salazar,2,0,1,1,0,2
Shannon Stevens,0,2,3,3,3,0
Shannon Strickland,0,2,0,3,1,2
Shannon Thomas,0,3,0,1,2,2
Shannon Turner,0,2,0,0,2,3
Shannon Vargas,3,1,3,0,1,3
Shannon Walker,0,0,1,2,0,0
Shannon Watts,0,0,3,3,2,0
Shannon Williams,2,3,6,3,4,0
Shannon Wilson,0,0,3,1,0,1
Shannon Wright,0,3,1,2,0,3
Shari Blair,0,1,0,2,3,3
Shari Castaneda,3,3,3,0,2,2
Shari Phillips,1,1,1,0,1,2
Shari Powers,1,3,0,2,0,3
Sharon Armstrong,1,3,2,2,2,1
Sharon Bishop,2,3,3,0,0,2
Sharon Bowman,2,1,2,2,3,3
Sharon Brown,1,1,6,0,2,3
Sharon Henry,3,3,3,1,0,1
Sharon Johnson,0,3,3,0,1,2
Sharon Lynch,2,1,3,0,0,0
Sharon Montgomery,1,1,2,1,2,3
Sharon Morales,2,3,3,1,3,1
Sharon Pineda,2,3,1,2,2,2
Sharon Robinson,3,1,1,3,2,0
Sharon Rojas,1,1,0,2,1,1
Sharon Savage,1,2,0,2,2,1
Sharon Schneider,0,1,3,1,3,1
Sharon Thomas,0,2,2,3,2,0
Sharon Torres,1,0,1,0,3,3
Sharon Weaver,2,3,2,2,3,1
Sharon Williams,1,2,3,1,1,1
Sharon Wilson,0,2,1,2,2,0
Shaun Griffin,0,0,3,1,2,2
Shaun Jensen,2,2,1,2,2,2
Shaun Santiago,2,0,2,0,0,2
Shaun Warner,2,3,2,2,1,2
Shawn Bennett,3,2,1,1,1,0
Shawn Burgess,3,0,0,1,1,3
Shawn Ferguson,1,0,2,0,2,1
Shawn Fletcher,0,1,1,3,1,1
Shawn Fox,1,0,3,2,0,3
Shawn Henry,2,1,1,2,0,3
Shawn Johnson,0,2,0,1,1,3
Shawn Jones,3,1,2,3,3,0
Shawn Kennedy,3,1,3,2,1,2
Shawn Kirk,3,1,1,0,3,3
Shawn Lee,0,1,1,2,1,3
Shawn Miller,0,0,2,2,1,1
Shawn Noble,2,2,3,2,2,1
Shawn Rodriguez,0,0,3,0,2,3
Shawn Snyder,1,1,1,1,3,1
Shawn Stanton,0,0,0,3,3,0
Shawn Stewart,2,0,2,2,0,1
Shawna Adams,0,2,3,0,2,1
Shawna Jones,1,0,0,0,2,1
Sheena Powell,0,1,2,0,1,2
Sheena Rodriguez,2,3,2,1,0,1
Sheila Anthony,2,2,3,1,3,0
Sheila Butler,0,3,3,2,3,1
Sheila Cervantes,3,2,0,2,1,1
Sheila Craig,3,3,3,0,1,1
Sheila Hill,2,2,2,0,2,0
Sheila Schmidt,0,3,3,1,0,1
Sheila Stanley,2,3,3,3,1,0
Sheila Williams,0,0,1,2,1,2
Shelby Baker,0,1,2,2,1,2
Shelby Curry,0,0,3,1,1,3
Shelby Leonard,3,3,3,2,0,0
Shelby Love,2,3,1,3,0,2
Shelia Daniels,1,1,0,1,3,2
Shelia Harrell,2,3,3,0,3,3
Shelia Smith,3,3,1,1,0,3
Shelley Davis,1,0,2,1,0,0
Shelly Jackson,1,0,0,3,2,1
Shelly Lawson,1,2,1,3,2,2
Shelly Saunders,2,2,3,2,0,1
Sheri Carpenter,3,2,1,3,3,1
Sheri Rodriguez,2,3,2,0,0,2
Sheri Warren,0,1,0,0,1,0
Sherri Collins,3,1,3,1,3,1
Sherri Lopez,2,1,3,0,1,1
Sherri Poole,2,0,2,2,1,1
Sherri Robertson,3,3,1,2,2,2
Sherri Ruiz,1,3,1,2,1,0
Sherri Sanchez,0,2,3,3,2,0
Sherri Snyder,2,0,3,3,3,3
Sherri Thomas,2,3,3,3,2,1
Sherri Underwood,0,3,0,1,1,3
Sherry Burns,2,0,0,3,3,1
Sherry Davidson,1,3,1,1,3,2
Sherry Elliott,3,1,2,3,0,1
Sherry Evans,0,2,1,2,0,3
Sherry Garcia,1,3,1,3,1,0
Sherry Hess,2,1,2,1,1,2
Sherry Johnson,1,3,1,3,2,2
Sherry Kline,5,2,2,2,2,1
Sherry Navarro,2,0,0,1,0,1
Sherry Wang,0,2,3,0,2,1
Sheryl Holmes,1,2,2,3,1,3
Shirley Diaz,1,2,0,0,3,3
Shirley Everett,0,2,3,2,2,3
Shirley Harvey,0,0,1,0,3,3
Sierra Bautista,0,1,3,0,2,3
Sierra Davis,1,3,1,0,2,0
Sonia Jones,0,0,0,0,0,1
Sonya Goodman,0,3,0,3,3,1
Sonya Nelson,0,2,3,0,0,0
Sonya Smith,2,1,1,3,0,2
Sophia Brown,2,2,3,2,1,3
Sophia Salas,3,3,1,1,2,3
Sophia Smith,1,3,3,1,2,2
Sophia Taylor,3,3,3,3,0,2
Spencer Gardner,3,1,0,1,0,3
Spencer Hendricks,1,1,1,2,0,2
Spencer Kelley,0,0,3,2,1,3
Spencer Rich,3,1,2,1,2,1
Spencer Williams,3,0,0,1,2,1
Spencer Yu,1,3,1,0,2,3
Stacey Arnold,3,0,0,3,2,2
Stacey Bradley MD,2,2,2,2,1,2
Stacey Burnett,0,2,1,2,3,2
Stacey Frank,1,2,0,2,3,1
Stacey Hubbard,2,3,3,1,2,2
Stacey Price,0,2,1,0,0,2
Stacey Shepard,2,0,0,1,0,2
Stacey Sutton,2,2,2,2,3,1
Stacey Williams,2,3,1,1,1,2
Stacey Wright,0,0,2,0,1,0
Stacie Compton,3,1,0,0,1,3
Stacie James,0,2,0,1,0,3
Stacie Torres,2,0,0,3,0,3
Stacy Cobb,2,2,3,2,2,3
Stacy Fernandez,1,3,1,3,2,1
Stacy Hawkins,0,3,2,2,2,0
Stacy Johnson,1,0,0,3,2,3
Stacy Lucas,0,2,2,2,3,0
Stacy Reynolds,2,0,0,0,0,2
Stacy Singleton,1,3,3,0,1,2
Stacy Tanner,3,1,2,0,3,2
Stacy Tapia,0,3,3,3,1,3
Stacy Wallace,3,3,0,1,1,3
Stacy Wilson,0,0,2,3,3,0
Stanley Aguirre,3,3,2,3,3,1
Stanley Nelson,2,0,3,0,1,3
Stanley Stokes,0,3,3,2,0,0
Stanley Thompson,2,2,0,2,3,2
Stefanie Moreno,0,0,2,3,1,0
Stephanie Allen,0,2,3,3,3,2
Stephanie Anderson,0,3,1,3,2,3
Stephanie Andrews,1,0,3,0,1,0
Stephanie Baker,1,2,2,0,1,0
Stephanie Bass,2,0,1,3,2,0
Stephanie Brooks,2,0,1,0,1,0
Stephanie Brown,3,6,3,1,5,2
Stephanie Cameron,1,1,3,2,3,3
Stephanie Carrillo,0,1,3,0,2,3
Stephanie Clark,3,3,2,1,3,3
Stephanie Davenport,1,3,0,3,2,2
Stephanie Davis,1,3,2,3,3,1
Stephanie Dawson,2,3,0,1,1,1
Stephanie Diaz,2,2,1,1,3,0
Stephanie Edwards,1,2,1,2,2,0
Stephanie Evans,1,3,2,1,1,1
Stephanie Ferguson,2,0,3,2,2,3
Stephanie Garcia MD,2,2,2,3,2,2
Stephanie Goodman,1,1,1,2,1,0
Stephanie Gordon,1,3,2,3,0,0
Stephanie Graham,1,0,3,2,2,1
Stephanie Henson MD,1,3,2,1,0,0
Stephanie Herrera,3,2,1,3,3,0
Stephanie Johnson,3,6,4,8,9,8
Stephanie Jones,0,3,0,3,3,2
Stephanie Kaufman,0,0,3,0,1,2
Stephanie Kidd,2,2,0,3,0,0
Stephanie Kim,1,1,1,2,2,1
Stephanie Knapp,2,0,3,1,2,1
Stephanie Luna,3,2,1,1,1,0
Stephanie Malone,1,3,3,2,0,3
Stephanie Mathis,1,1,0,2,3,3
Stephanie Mcdonald,1,3,1,3,2,1
Stephanie Mcfarland,1,2,1,2,2,0
Stephanie Mitchell,3,3,1,2,3,3
Stephanie Moore,1,2,0,2,3,3
Stephanie Morgan,1,2,3,3,3,2
Stephanie Morris,1,3,2,3,2,0
Stephanie Nguyen,2,1,3,3,2,2
Stephanie Odonnell,3,2,0,3,2,1
Stephanie Park,0,3,1,2,0,1
Stephanie Parker,0,1,1,2,3,3
Stephanie Powell,0,2,0,3,3,3
Stephanie Rivas,1,2,0,2,1,1
Stephanie Roberts,3,2,1,2,1,1
Stephanie Robinson,3,2,1,1,1,3
Stephanie Rodriguez,0,0,0,0,2,0
Stephanie Romero,3,1,3,2,0,0
Stephanie Ruiz,1,3,1,0,3,3
Stephanie Rush,2,1,2,3,1,3
Stephanie Russell,3,3,4,2,4,2
Stephanie Sawyer,1,0,2,3,2,3
Stephanie Schmitt,2,3,3,0,1,2
Stephanie Serrano,2,1,1,2,2,1
Stephanie Simpson,2,3,3,2,2,3
Stephanie Singleton,1,1,1,1,2,1
Stephanie Smith,1,4,4,6,7,3
Stephanie Smith DDS,1,3,3,3,2,2
Stephanie Stewart,2,1,0,0,0,3
Stephanie Swanson,0,0,0,3,2,3
Stephanie Trujillo,3,2,3,0,1,3
Stephanie Welch,1,3,0,0,1,3
Stephanie Wells,3,2,0,2,2,3
Stephanie White,3,2,0,3,1,3
Stephanie Wilkinson,2,0,0,1,0,1
Stephanie Yang,0,2,2,1,1,1
Stephen Adams,1,2,2,1,1,3
Stephen Bailey,3,0,3,3,1,2
Stephen Berg,1,1,2,2,3,1
Stephen Brown,3,0,2,1,2,1
Stephen Cardenas,0,3,3,3,3,3
Stephen Davis,6,4,1,5,4,3
Stephen Flores,0,1,0,2,2,0
Stephen Frank,1,1,3,1,2,3
Stephen Gibson,0,0,0,3,1,2
Stephen Gonzalez,1,0,1,3,0,0
Stephen Gray,3,0,3,3,3,1
Stephen Hendrix,2,0,1,1,0,1
Stephen Hernandez,3,3,0,1,3,0
Stephen Jackson,0,3,0,0,1,3
Stephen Johnson,1,2,1,3,3,2
Stephen Kennedy,0,0,3,0,3,3
Stephen Larson,1,3,3,2,4,6
Stephen Marshall,1,0,2,0,3,3
Stephen Martinez,3,2,3,1,2,3
Stephen Mcclain,1,2,1,3,2,1
Stephen Michael,1,2,3,3,0,0
Stephen Mills,0,0,1,0,2,2
Stephen Ortiz,3,3,2,0,2,2
Stephen Parker,2,1,2,3,0,3
Stephen Parrish,2,1,3,0,1,2
Stephen Robinson,2,2,3,3,1,1
Stephen Rodriguez,3,0,0,1,2,3
Stephen Sherman,3,1,2,0,1,0
Stephen Washington,2,3,0,2,1,1
Stephen Whitney,2,3,1,2,3,2
Stephen Williams,1,1,1,0,2,2
Steve Chen,3,2,2,2,2,3
Steve Dawson,2,2,0,3,1,1
Steve Dodson,2,0,2,2,0,2
Steve Johnson,1,2,3,0,0,0
Steve Morris,2,3,3,0,2,2
Steve Smith Jr.,0,2,2,2,2,3
Steve West,2,2,3,3,2,2
Steve Wolfe,3,1,0,2,3,0
Steven Aguilar,1,0,2,0,0,0
Steven Ashley,1,0,2,1,2,2
Steven Barnes,3,3,0,2,1,0
Steven Baxter,2,3,1,0,1,3
Steven Blackwell,0,2,3,0,0,3
Steven Cain,0,1,3,0,0,2
Steven Chapman,3,2,3,1,2,1
Steven Cox,2,3,3,1,1,2
Steven Crawford,3,0,1,2,3,2
Steven Daniels,1,2,2,2,3,2
Steven David,1,2,1,2,1,2
Steven Fernandez,2,3,0,1,3,1
Steven Flowers,0,2,0,2,3,2
Steven Garcia,1,2,2,1,0,1
Steven Gardner,3,2,2,2,1,3
Steven Gonzales,1,2,1,0,0,0
Steven Hall,3,1,5,1,0,0
Steven Harris,2,1,2,1,0,0
Steven Hayes,1,3,2,2,1,3
Steven Hicks,3,1,1,3,0,1
Steven Holmes,1,0,1,2,3,0
Steven Huff,3,1,1,1,3,1
Steven Jackson,0,2,0,2,1,1
Steven James,0,1,0,0,0,2
Steven Jenkins,3,1,0,3,3,3
Steven Jimenez,2,4,4,3,2,5
Steven Jordan,0,2,0,2,1,1
Steven Lindsey,1,0,3,3,3,1
Steven Marquez,1,3,1,1,3,3
Steven Matthews,2,3,0,2,3,0
Steven Mccoy,0,3,1,0,1,0
Steven Miller,3,3,2,3,0,0
Steven Montgomery,3,1,2,0,0,1
Steven Myers,0,1,3,1,3,3
Steven Nelson,0,2,1,3,2,3
Steven Nguyen,1,3,2,3,1,3
Steven Ortiz,0,0,1,2,3,0
Steven Peterson,4,5,2,4,4,2
Steven Porter,1,0,0,2,1,1
Steven Richard,2,1,1,1,3,2
Steven Roberson,2,0,1,1,1,3
Steven Robertson,2,2,1,0,3,1
Steven Rodriguez,0,3,2,2,0,3
Steven Romero,1,3,1,2,1,2
Steven Russo,1,1,0,3,1,1
Steven Smith,1,0,2,3,0,3
Steven Snyder,0,1,1,1,3,2
Steven Spears,3,0,3,3,1,0
Steven Thomas,3,1,1,3,3,0
Steven Thompson,3,0,2,1,1,1
Steven Washington,0,2,1,0,2,1
Steven Weber,1,1,3,3,0,2
Steven Williams,3,0,4,4,3,6
Steven Woods,2,1,2,1,0,3
Steven Young,3,1,1,0,1,1
Stuart Williams,1,1,3,0,3,1
Sue Douglas,0,0,0,3,0,0
Summer Brown,0,3,0,0,2,0
Summer Gonzalez,0,3,3,0,0,1
Summer Olson,0,1,1,2,2,1
Susan Alexander,1,3,3,2,2,0
Susan Blair,0,1,2,0,2,0
Susan Brooks,0,0,0,2,3,0
Susan Bush,0,1,2,1,1,2
Susan Cherry,2,0,3,1,1,1
Susan Davila,2,1,0,3,3,3
Susan Greene,1,3,0,1,3,1
Susan Hall,3,1,2,3,2,0
Susan Hansen,3,1,1,2,0,2
Susan Hays,0,3,0,0,0,2
Susan Hendrix,0,0,3,0,0,0
Susan Henry,0,1,2,3,2,0
Susan Keith,2,0,0,0,2,3
Susan King,1,3,1,1,1,3
Susan Kirby,1,3,3,2,0,3
Susan Lewis MD,3,2,3,2,1,3
Susan Matthews,0,3,3,2,0,1
Susan Merritt,4,4,3,6,4,5
Susan Mills,0,2,3,0,0,2
Susan Moore,2,0,1,1,0,0
Susan Morris,1,2,2,3,2,3
Susan Owens,1,1,2,3,2,1
Susan Payne,1,2,1,0,3,3
Susan Perez,1,1,2,1,1,1
Susan Peterson,2,0,3,1,1,2
Susan Rhodes,1,2,1,3,3,0
Susan Schaefer,0,1,1,0,3,3
Susan Simpson,0,3,3,3,2,3
Susan Sims,3,0,0,3,1,1
Susan Smith,2,3,3,0,0,2
Susan Thompson,0,2,3,1,2,0
Susan Trujillo,0,3,0,2,0,2
Susan Warren,3,0,1,2,3,1
Susan Watkins,1,2,1,3,0,0
Susan White,2,1,2,1,1,2
Susan Williams,3,1,0,2,2,3
Suzanne Burke,0,3,0,0,2,3
Suzanne Chang,1,3,1,1,2,3
Suzanne Eaton,1,3,2,2,3,2
Suzanne Hayes,0,1,0,2,1,3
Suzanne Jackson,3,2,0,2,2,1
Suzanne Jones,1,2,0,2,2,0
Suzanne Kennedy,3,1,3,0,3,0
Suzanne Malone,1,0,3,2,3,3
Suzanne Moore,3,2,2,2,1,2
Suzanne Patterson,2,3,0,3,3,2
Sydney Brandt,2,2,0,2,1,3
Sydney Gutierrez,0,2,2,2,1,3
Sydney Hudson,0,3,1,1,2,0
Sydney Maxwell DDS,0,0,3,1,1,2
Sydney Mccall,2,3,3,3,0,1
Sydney Sullivan,1,3,1,1,2,0
Sylvia Acosta,0,3,3,1,0,0
Sylvia Andrews,3,0,2,1,3,0
Sylvia Stark,3,1,3,3,1,1
Tabitha Coleman,2,3,3,0,2,2
Tabitha Soto,3,2,0,0,0,0
Tamara Banks,2,3,0,1,2,4
Tamara Fitzgerald,3,2,0,1,0,3
Tamara Holden MD,1,2,2,3,2,3
Tamara Roberts,0,0,1,1,3,2
Tamara Tran,3,1,3,1,0,2
Tamara Williamson,0,2,0,2,0,2
Tammie Lawson,2,3,1,3,1,1
Tammie Lewis,3,0,3,0,1,1
Tammie Newton,3,1,0,0,2,0
Tammy Allen,0,1,0,0,0,3
Tammy Banks,1,2,3,1,1,1
Tammy Bowen,3,1,2,1,2,3
Tammy Byrd,3,0,2,2,3,0
Tammy Clark,2,0,2,2,0,2
Tammy Foster,3,1,2,3,2,3
Tammy Gardner,1,0,2,1,3,1
Tammy Harris,0,3,0,2,2,3
Tammy Hernandez,3,2,2,1,2,1
Tammy Huynh,0,1,2,0,3,2
Tammy Jackson,3,2,0,2,2,3
Tammy Johnson,3,0,2,1,0,0
Tammy Kane,2,2,0,0,2,0
Tammy Lang,2,2,3,1,1,0
Tammy Osborn,2,0,3,2,2,3
Tammy Robinson,3,3,2,2,1,2
Tammy Romero,1,3,3,0,0,0
Tammy Ryan,2,0,1,1,3,0
Tammy Silva,1,2,1,1,2,2
Tammy Smith,3,3,2,4,3,3
Tammy Taylor,1,1,0,0,0,0
Tammy Terry,0,1,1,3,0,1
Tammy Ward,3,1,0,2,2,0
Tammy Wells,0,2,0,0,3,3
Tammy White,6,2,3,4,3,2
Tammy Williams,0,4,1,3,2,3
Tammy Young,2,3,3,3,2,0
Tanner Watts,2,2,3,0,3,2
Tanner Weiss,2,3,0,1,0,1
Tanya Bell,0,2,2,2,0,2
Tanya Clark,0,2,0,2,2,1
Tanya Gamble,1,0,3,3,0,1
Tanya Garcia,3,0,3,2,3,0
Tanya Hall,2,1,0,1,0,3
Tanya Jackson,1,1,3,0,2,1
Tanya Maynard,2,2,2,0,3,0
Tanya Miller,3,1,3,0,6,1
Tanya Page,1,3,2,0,1,0
Tanya Peterson,3,3,0,1,1,3
Tanya Sanchez,2,0,1,0,3,1
Tanya Walters,2,2,1,2,2,2
Tara Armstrong,1,2,0,2,3,3
Tara Bennett,3,3,0,3,0,1
Tara Bush,0,2,2,1,0,0
Tara Chan,3,3,3,1,2,3
Tara Kent,2,2,0,3,3,2
Tara Lawson,1,0,2,3,1,3
Tara Lee,1,1,1,3,3,2
Tara Mendez,2,3,2,0,0,0
Tara Mitchell,2,0,2,2,2,1
Tara Moore,3,2,0,0,0,0
Tara Parks,3,3,2,2,3,0
Tara Pratt,1,0,1,1,3,2
Tara Rivera,2,2,0,0,3,0
Tara Sampson,0,3,2,1,3,1
Tara Williams,1,2,0,3,3,2
Tara Williamson,2,3,1,0,2,0
Tasha Davis,1,0,3,1,0,3
Taylor Allen,3,2,2,0,1,0
Taylor Barajas,1,3,3,3,2,3
Taylor Barrett,0,3,2,1,2,3
Taylor Beard,3,3,0,0,3,0
Taylor Booth,2,1,2,3,3,3
Taylor Brown,3,2,3,1,3,1
Taylor Clark,3,2,1,1,2,0
Taylor Cunningham,2,1,2,1,1,2
Taylor Dennis,1,1,2,3,3,2
Taylor Espinoza,2,1,0,3,0,2
Taylor Garcia,1,3,0,2,2,1
Taylor Gray,0,3,0,2,1,1
Taylor Hines,0,0,2,2,3,3
Taylor Lewis,2,1,1,1,0,1
Taylor Montoya,3,2,1,2,1,0
Taylor Saunders,2,2,2,2,1,1
Taylor Sexton,0,2,3,0,3,0
Taylor Snow,3,2,0,3,3,2
Taylor Thomas,1,0,2,1,0,3
Taylor Vang,1,2,2,0,2,2
Taylor Vargas,2,3,3,2,2,0
Taylor Wilson,1,3,2,2,2,0
Taylor Wright,1,1,0,3,3,0
Teresa Bauer,3,2,1,1,2,3
Teresa Brown,3,3,2,2,1,2
Teresa Christensen,0,2,2,1,0,3
Teresa Cohen,3,0,0,3,1,2
Teresa Combs,0,1,0,2,2,0
Teresa Conley,2,2,2,2,0,3
Teresa Cox,2,1,2,3,3,1
Teresa Garcia,3,0,1,0,2,3
Teresa Gonzales,3,0,3,0,0,0
Teresa Hernandez,3,2,3,1,2,3
Teresa Kent,1,2,1,3,1,1
Teresa Lewis,1,2,1,1,3,2
Teresa Lopez,2,0,0,3,0,2
Teresa Love,2,2,0,1,3,0
Teresa Lynch,3,1,0,0,1,1
Teresa Maldonado,0,1,3,0,0,2
Teresa Mills,0,1,2,2,0,3
Teresa Nichols,3,0,0,0,2,2
Teresa Perez,2,1,3,2,2,2
