,,transaction_value,transaction_value,transaction_value,transaction_value,transaction_value,transaction_value
Samantha Gallegos,schaeferjonathan,18144,597,13355,22247,6487,20970
Samantha Gilmore,james99,3000,0,5897,0,6396,11578
Samantha Golden,kathleen07,398,6390,19965,17510,5547,13299
Samantha Gutierrez,kingchelsea,6689,0,12046,0,600,7750
Samantha Herrera,morganjackson,1145,13554,398,0,6600,6196
Samantha Hill,gomezjose,597,15945,2598,5995,19436,2799
Samantha Holloway,dallen,6295,3598,18043,450,0,8495
Samantha Huffman,stephanie73,11558,5794,11399,3196,6995,0
Samantha James,derek62,5598,0,17655,15044,9244,1899
Samantha Kelly,frances91,0,10990,0,500,5583,4598
Samantha Lin,marksmith,2897,0,16045,0,10434,9995
Samantha Lopez,matthew57,5183,0,9696,3496,12656,2000
Samantha Parker,obaker,24606,12392,11676,9291,0,2195
Samantha Richards,bstephenson,19267,5042,7285,1796,6800,4494
Samantha Rivera,sharon84,0,14458,13753,0,0,7568
Samantha Robinson,garciacaitlin,9593,8189,0,7593,0,15249
Samantha Ryan,lorinelson,0,15751,10547,3598,11410,3643
Samantha Sawyer,joserobinson,649,12065,300,3980,0,10908
Samantha Shea,benjaminbowers,0,1990,0,0,8193,9746
Samantha Simmons,johnsonstephanie,12058,3980,7977,17156,1799,6597
Samantha Smith,danny85,3398,12159,11567,3897,8568,5237
Samantha Stevenson,gilbertsusan,3799,0,500,300,8397,14340
Samantha Stout,jamesjones,3940,7987,0,10588,8445,11374
Samantha Turner,ahinton,24070,11038,0,4598,0,17434
Samantha Vazquez,christinewood,5480,17397,11545,0,0,0
Samantha Vazquez,ryanrice,0,0,0,6420,7496,6600
Samantha Zamora,veronicaford,21942,17188,13355,15185,2296,16575
Samuel Abbott,greenlisa,14190,1990,10195,597,12578,21363
Samuel Anderson,francesthompson,11394,14269,15867,12497,4897,19354
Samuel Bass,reedrobin,398,18572,3493,21753,14385,20692
Samuel Brown,reynoldsjessica,2450,0,0,3938,2297,0
Samuel Butler,jason49,6790,799,5899,0,0,0
Samuel Butler,wcampbell,1598,4196,2799,6496,12632,13093
Samuel Carter,christinehamilton,7017,10967,12480,6249,0,2397
Samuel Davenport,pamela51,12845,20456,398,13893,2250,0
Samuel Davidson,kgreen,1650,10952,26173,23243,20906,13948
Samuel Davis,davidschultz,12748,7387,0,0,12092,0
Samuel Harris,gina21,8392,0,8595,0,15584,300
Samuel Hunter,santiagotracy,1299,7692,1598,13507,4696,0
Samuel Jackson,xsimmons,2000,18062,10500,1099,23557,0
Samuel James,angelaadams,8016,13478,0,8475,13167,14668
Samuel James,bmiller,13145,7960,0,18112,0,7387
Samuel Larson,xayers,0,0,9950,3598,0,2596
Samuel Leach,henryalfred,500,12594,0,3996,8847,0
Samuel Lindsey,langmelissa,9316,11395,0,7450,6000,6695
Samuel Nelson,fhunt,10235,8098,3980,4480,5879,11364
Samuel Norris,hortontroy,0,9741,18384,5186,10898,12327
Samuel Ortiz,jacobgreene,11979,1800,1990,0,0,11157
Samuel Payne,fbrown,11093,0,9196,8065,5498,9132
Samuel Poole,oneillisaac,2897,8990,2296,6992,29999,1399
Samuel Reyes,olivia16,12871,11686,6794,11368,5595,16954
Samuel Scott,rgomez,5049,0,3994,16645,3349,6000
Samuel Spencer,quinnkeith,11743,10577,3500,0,9636,11693
Samuel Turner,jason08,4500,2100,10794,4799,10042,0
Sandra Bryant,jonesnicole,9086,13045,17493,0,12014,1999
Sandra Christensen,samuelmedina,3098,9756,0,2598,8000,6796
Sandra Collins,thomasrebecca,10117,4748,8568,8245,6985,5695
Sandra Cruz,sabrinakirby,9356,14354,8906,10357,21676,8995
Sandra Dixon,perry59,6186,3980,15555,2897,0,0
Sandra Edwards,hallen,1797,12769,16277,6941,7696,7000
Sandra Garcia,david80,14564,0,4146,10176,21234,0
Sandra Greene,clinton70,16887,0,1000,14568,5594,8046
Sandra Jackson,zclark,11807,0,14404,1797,19658,1449
Sandra Jones,jennifer12,9626,11673,10260,5194,19309,19113
Sandra Martin,nchavez,10500,9093,11477,8866,7176,799
Sandra Mcintyre,jacob77,5898,11766,7375,9817,0,0
Sandra Mills,edgar71,26234,0,1000,14196,0,0
Sandra Morrison,katie01,5196,0,13471,0,18405,10980
Sandra Morrison MD,dunnrodney,6793,8097,15926,16744,8985,0
Sandra Perez,johnsonmichael,7647,0,0,7797,11993,9286
Sandra Richardson,jonesxavier,4594,5846,11284,0,0,8947
Sandra Schultz,aaronbrock,0,14746,0,796,0,15952
Sandra Stephens,darren12,0,2098,1100,10985,0,8296
Sandra Sullivan,janetvaughn,21024,597,0,12944,2397,10960
Sandra Walters,yschneider,10757,8759,8176,17356,24548,500
Sandra White,shaunconley,3898,0,2600,14602,3000,7687
Sandra Williams,oreed,12167,0,0,4394,12166,5196
Sandra Zimmerman,williamschristopher,2598,10093,1500,2048,5393,8042
Sandy Mills,kperry,6092,0,7470,12946,5793,0
Sandy Stanley MD,jeffreyingram,5694,0,11555,0,6420,9895
Sandy Taylor DDS,tedwards,8768,8385,11568,0,5196,0
Sara Allen,jason06,0,11647,6450,6746,0,11358
Sara Clayton,todd19,4950,0,24584,12166,21456,8189
Sara Dalton,chunt,0,0,21657,5296,3897,5793
Sara Doyle,kbarrett,0,16527,15259,7415,10593,5087
Sara Estrada,amandalopez,5397,20016,6595,16833,29571,0
Sara Glover,bowmanbobby,0,1649,11460,1597,2098,11033
Sara Gonzales,marywatkins,0,8196,4547,4000,13676,0
Sara Green,dianeanderson,19270,0,0,14897,150,8793
Sara Gutierrez,howardphillip,11796,0,7347,7143,8327,5592
Sara Harper,jennysutton,0,7234,300,24468,11863,7297
Sara Hawkins,humphreytanya,14260,0,5480,0,25023,0
Sara Hernandez,qbarnes,11593,19006,4500,5198,17955,12854
Sara Hughes,juanhernandez,13145,10954,18351,9496,6275,0
Sara James,kgomez,2847,7960,0,4087,7630,11495
Sara Jones,claudialong,0,11794,2290,10292,8497,18708
Sara Knight,mmiller,0,10047,0,0,3796,0
Sara Lambert,ydavidson,7635,0,3796,9365,10897,4895
Sara Lowery,stoutnancy,5096,8568,12784,24213,15924,8138
Sara Moore,martindouglas,13496,0,7547,8685,16965,13690
Sara Morales,vsexton,0,16498,0,5980,6150,23738
Sara Morse,joshuafloyd,2949,10900,0,10593,14771,6199
Sara Murray,duranmichael,0,0,19053,0,12120,7393
Sara Serrano,zcoleman,7120,3548,4580,9558,8568,2140
Sara Smith,raymond43,8994,8080,17155,0,13584,7197
Sara Soto,justinsmith,1597,2600,0,20138,12813,6766
Sara Stein,keith52,4378,7877,4397,0,6486,7667
Sara Taylor,nathanhuang,0,5598,7093,9369,16764,12382
Sara Valencia,daniel35,6791,7796,11975,2592,3000,199
Sara Wilson,lee11,600,14073,0,19253,8422,0
Sara Wright,rachael78,500,13215,4492,0,500,0
Sarah Alexander,heather25,0,10527,8068,17134,0,7797
Sarah Alexander,martinjay,1996,18986,13980,4480,8094,7593
Sarah Alexander,spencergarrett,0,5847,10846,0,14585,2299
Sarah Austin,alexis09,3847,8266,600,14307,12660,25053
Sarah Ayers,ahill,0,7545,4197,8746,12894,0
Sarah Bailey,jennifer01,4776,9258,0,0,0,0
Sarah Baldwin,otapia,0,0,5196,10588,5598,15011
Sarah Beltran,xkim,1000,14992,10495,3000,3392,13255
Sarah Bennett,vhicks,799,0,9970,4293,450,12164
Sarah Carlson,gregory91,30325,7044,8648,11259,0,10893
Sarah Carr,davidholden,4588,848,4096,0,597,6186
Sarah Chen,joseph99,1500,2394,6645,8994,16913,3980
Sarah Cooper,kristin70,0,0,0,18693,13885,0
Sarah Crawford,cowandanielle,7960,11970,8492,10872,8372,8972
Sarah Crawford,marybradley,20654,4397,6000,995,11156,9922
Sarah Daniels,laura72,28812,12294,2500,4646,15513,4295
Sarah Dixon,ngonzalez,8696,5196,7291,12739,0,15080
Sarah Fischer,rodriguezjulie,0,0,3595,10047,1449,3698
Sarah Garcia,clarkkatie,10583,0,9088,10443,5970,0
Sarah Garcia,davismichael,12467,6500,6696,796,18349,0
Sarah Garcia,zgibson,22340,6640,10484,4895,12907,27730
Sarah Gonzales,gregory61,0,0,0,7676,5490,0
Sarah Gray,terryrobinson,8936,0,0,9093,5887,2296
Sarah Green,kathrynhorn,12196,3796,3646,5440,6495,2994
Sarah Jackson,james47,0,21229,7483,0,19666,6880
Sarah James,ohall,2197,5887,12234,799,19082,10166
Sarah Jones,david55,1598,13915,4491,0,0,0
Sarah King,jackphillips,3797,0,0,15650,17090,15571
Sarah Kline,eric21,0,7946,600,0,4888,0
Sarah Leblanc,nicole49,0,14552,4087,0,8887,5179
Sarah Martin,david33,9779,11368,0,9343,949,16152
Sarah Martin,rodriguezkenneth,0,1197,0,5995,24101,0
Sarah Matthews,csteele,8998,0,9167,0,10196,16233
Sarah Meyers,regina87,11392,0,8823,0,799,4500
Sarah Miller,stephaniebecker,13661,2597,17560,0,0,13589
Sarah Murray,daniellewright,19035,0,14964,7281,0,1299
Sarah Noble,andre06,4950,0,0,0,9397,0
Sarah Owens,adam58,9734,3980,0,2847,0,150
Sarah Perry,perezcarl,2296,6985,11855,0,5196,0
Sarah Ramirez,tevans,7960,2490,8192,20081,4246,0
Sarah Ray,morrisonvictor,6818,11365,0,0,12147,1446
Sarah Raymond,fbeasley,0,1500,1896,17040,0,0
Sarah Reynolds,shafferangela,6495,7299,0,17151,0,2300
Sarah Rocha,jadegriffin,0,12593,0,4897,10412,7764
Sarah Rogers,austinclark,0,500,3897,11985,2598,0
Sarah Sanchez,vbell,13313,0,0,3980,12442,21035
Sarah Smith,johnsonemily,23167,18250,13561,14751,4397,698
Sarah Stone,fcook,14129,3097,14696,0,0,0
Sarah Sullivan,scottjessica,9967,499,0,0,7781,6488
Sarah Taylor,abaker,4142,11074,0,13789,0,21440
Sarah Wallace,castillomichelle,0,9843,16759,2897,0,1500
Sarah Wallace,parkerdaniel,0,6374,9234,0,2994,5686
Sarah Walton,tracy90,5196,10690,0,13704,4500,0
Sarah Williams,candicebrewer,9734,16357,11647,0,5397,0
Sarah Winters,brownjustin,9140,3897,0,11378,0,0
Sarah Young,pgordon,16925,0,0,3545,17976,2397
Savannah Curtis,janehoward,5894,1644,7877,9098,13486,17357
Savannah Lawson,ashort,0,16491,199,0,6484,6895
Savannah Lopez,xhill,8493,5397,8228,12832,14647,0
Savannah Perez,tracey76,19723,4795,8275,2388,16382,0
Savannah Santiago,rparrish,2394,8191,0,17012,11756,5177
Scott Adams,william71,16457,3196,15430,4696,0,4139
Scott Aguilar,ewest,8260,14559,17554,12555,11836,1896
Scott Black,veronicalambert,14255,12219,22947,15349,8480,9098
Scott Brewer,johnlarsen,3994,0,12645,0,8266,0
Scott Cobb,patriciabest,10085,11483,1299,0,6699,16495
Scott Cruz,owebb,199,2000,8284,0,4397,0
Scott Dean,arthur69,14166,15490,13284,8460,13754,8260
Scott Flores,gary40,12059,13543,0,11196,0,9739
Scott Frey,ryan16,9588,0,3596,5749,14563,450
Scott Gillespie,dennisgutierrez,7430,0,0,13960,12733,0
Scott Hanna,hubbarddavid,13186,9343,0,10993,14153,1598
Scott Hardy,zgaines,17945,12270,12292,5596,4495,7776
Scott Hernandez,ashley34,8759,0,15176,13957,9751,7396
Scott Howell,brooksjustin,0,0,17844,19352,1396,199
Scott Huerta,kennedysally,8590,0,17672,15906,13181,6896
Scott Hurst,cjones,15651,5943,8989,6584,6279,8796
Scott Jackson,psoto,0,8043,0,16704,0,0
Scott Jenkins,gfischer,7095,7588,0,2000,11804,20556
Scott Johnson,haley97,10716,21039,11589,5397,20991,18153
Scott Jones,davidpratt,8148,8966,3047,17990,20505,5199
Scott Jones,elizabeth80,1896,8477,3500,3686,14003,7190
Scott Jordan,fbarnett,0,0,0,9980,10125,11171
Scott Keith,joseph94,11387,0,7094,14420,18852,2598
Scott Lamb,xjones,0,0,796,7283,0,2095
Scott Lopez,markanderson,4789,2000,9359,4898,2990,14356
Scott Marks,ivincent,0,12489,16668,10196,15355,10196
Scott Mcgrath,martinezvalerie,13152,7470,13122,0,17156,0
Scott Mcknight,coxariana,12647,0,10470,2296,9867,450
Scott Mercado,yvincent,0,698,0,0,6169,27643
Scott Meyer,benjamincarter,5992,11815,5993,13389,9167,10726
Scott Miller,colin33,0,0,5686,0,0,3196
Scott Nguyen,jennifergarcia,0,4598,0,8384,4800,11434
Scott Peters,ymoore,600,150,9248,11155,0,0
Scott Phelps,cristinajones,1000,0,0,4737,5746,12990
Scott Roberts,vincent76,18882,0,3646,11995,0,10724
Scott Robinson,jsmith,3496,4580,8000,19671,3089,6696
Scott Rogers,vasquezangela,0,0,18288,8945,11962,13166
Scott Schultz,nberry,0,18687,7793,13291,11690,25456
Scott Shannon,salazarcatherine,0,0,22224,450,199,0
Scott Shaw,denise72,15249,7960,11466,0,4799,300
Scott Shepherd,xclarke,0,3897,0,1800,13929,0
Scott Smith,tstanton,6193,12166,11068,2500,11393,1096
Scott Sparks,david11,12166,7186,2198,7897,0,0
Scott Sutton,fmiles,8397,10265,7346,3000,1500,6766
Scott Walker,qfox,0,12877,8729,1597,0,12653
Scott Williams,russellsmith,1500,0,22756,0,6992,15814
Scott Willis,esmith,3599,3000,8698,9377,10475,11347
Sean Alexander,escobarerin,8970,300,1896,10985,15429,4595
Sean Blair,lnelson,6779,11839,16383,150,14869,0
Sean Collins,alexander65,0,3637,11693,0,6818,3548
Sean Ford,butlermark,11554,25737,3992,0,150,0
Sean Harris,christophersnyder,4897,13269,7186,9474,0,10492
Sean Hendricks,jonessandra,8193,0,18926,1598,4687,4587
Sean Johnson,montgomerydiane,450,0,21013,0,17605,0
Sean Juarez,simmonsroger,0,9872,5185,14540,11294,18330
Sean Lewis,josephbrandon,9095,5800,3898,450,0,4297
Sean Lynn,hernandezjamie,597,0,11606,5289,13766,0
Sean Meyer,ereynolds,6289,11558,14040,150,0,10899
Sean Mitchell,susan30,0,6368,0,12326,500,15140
Sean Morris,newmanerin,8527,450,0,0,20977,14377
Sean Neal,leonnelson,4696,9097,5085,5495,9793,12142
Sean Norris,eriklee,13395,0,7269,2547,4950,796
Sean Riley,lucastiffany,21790,13745,3398,7297,13156,16633
Sean Rivera,christinegrant,12491,799,22817,6720,8993,3845
Sean Roberts,jthomas,9492,6677,16636,0,0,0
Sean Roberts,robertssandra,11094,9476,4142,6395,0,1650
Sean Robinson,xyates,1000,16685,12145,4497,15423,6098
Sean Ryan,tanyapowell,7966,2993,7488,10295,7946,11221
Sean Schultz,dcarter,10425,6396,6300,7046,8679,4084
Sean Wilcox,stephaniecarson,1299,8676,7130,13286,8097,5995
Selena Jenkins,brian79,0,8989,0,8425,0,0
Sergio Myers,ojones,12559,23663,0,6000,14266,0
Seth Lopez,thomasgallagher,2949,4397,14460,0,11593,0
Seth Randall,tonyallen,17965,26083,8196,0,898,5749
Seth Salinas,williammorales,5837,0,11792,12686,6624,10223
Seth Taylor,andrea70,0,6878,3047,8692,12542,1949
Seth Walker,allenhenry,4198,0,0,12294,5392,3980
Seth Ward,markallen,4394,0,6588,0,11798,6046
Shane Carney,tstone,0,4896,12096,10115,0,15254
Shane Daniels,amanda97,5397,11869,6634,6545,0,0
Shane Fields,morenobilly,15367,8217,0,12470,0,13941
Shane Hawkins,wcooper,16775,1299,10170,3343,0,0
Shane Hernandez,zsimmons,0,0,13480,22567,6793,4696
Shane King,evansashley,9300,4789,6600,19073,4188,12713
Shane Lee,ysalazar,10299,5887,398,6294,10991,499
Shane Mckinney,wroman,9795,3197,0,7578,0,3898
Shane Morrow,scottrichard,3000,1597,20454,0,3300,0
Shane Nichols,jonesgina,12264,13975,28245,15253,0,0
Shane Patterson,josemcguire,8857,2748,0,0,1747,6598
Shane Rowe,ramirezelizabeth,2397,18841,0,0,2397,8526
Shane Wood,potterpatrick,0,3396,0,15847,5395,11480
Shannon Chapman,sheppardlisa,2596,2795,5898,9297,12941,18399
Shannon Cook,dennis34,17015,0,6886,6000,12592,1990
Shannon Craig,patricia68,13796,1450,2097,21752,9019,2737
Shannon Davis,shannon77,0,17857,946,0,8325,21348
Shannon Dunn,michaelpeterson,0,8799,7970,8390,4494,3897
Shannon Fernandez,riversisaac,17107,9997,10860,10394,9774,9000
Shannon Franco,aaronmiller,10477,0,3343,0,6898,12890
Shannon Gardner,pvalentine,0,3000,19764,5547,2300,10384
Shannon Hansen,megan54,7887,10811,3196,5480,8897,0
Shannon Hayes,estradaashley,0,7495,3548,5295,7318,7219
Shannon Howe,svaldez,8718,0,16960,8741,0,1298
Shannon Jones,sdelgado,10695,0,0,0,2150,0
Shannon King MD,nancykim,14083,1990,11980,0,17443,11215
Shannon Lee,mcdowelldaniel,11676,11791,20088,12372,150,19254
Shannon Martinez,oparker,1500,6884,0,6950,19229,0
Shannon Mason,perezpaul,12019,11191,15693,998,2098,2786
Shannon May,morganchristopher,600,1596,5150,0,17572,10950
Shannon Mccarthy,gkelly,0,0,18933,4430,1148,1099
Shannon Mendoza,ana61,5947,0,22948,0,19450,12065
Shannon Miles,dperez,20573,0,2300,7399,11796,8868
Shannon Moore,shieldsmisty,0,6567,4884,4995,0,4577
Shannon Myers,alloyd,2799,4950,796,4598,0,18455
Shannon Nguyen,danielmoran,10093,14296,9047,0,2388,13554
Shannon Patton,megan48,4897,10542,26464,2793,0,7591
Shannon Peters,reyesryan,0,14281,7197,5578,24626,7028
Shannon Phillips,aprilbrown,0,199,21920,13745,10267,7770
Shannon Ray,lucaswendy,10096,15666,8358,26468,998,19347
Shannon Salazar,gonzalezamy,3994,0,1000,4995,0,14254
Shannon Stevens,billy26,0,17156,12474,16789,11682,0
Shannon Strickland,brownbrenda,0,13269,0,16363,8995,4693
Shannon Thomas,jasoncruz,0,8892,0,150,10558,12676
Shannon Turner,aguilarkristin,0,8296,0,0,9185,11855
Shannon Vargas,zsilva,12930,450,12374,0,1500,8824
Shannon Walker,basssamantha,0,0,9980,946,0,0
Shannon Watts,vhernandez,0,0,15448,15372,10458,0
Shannon Williams,baileystacey,9460,8531,14879,949,20525,0
Shannon Williams,monicahernandez,2394,0,22914,3595,3897,0
Shannon Wilson,ryan93,0,0,16505,8410,0,699
Shannon Wright,xlamb,0,12889,11970,10058,0,17719
Shari Blair,williamsmonique,0,8679,0,11616,10194,13612
Shari Castaneda,brett82,3294,27045,13094,0,14092,13663
Shari Phillips,qbrown,4146,7960,13156,0,3897,8374
Shari Powers,jonesmichael,10779,15054,0,13137,0,19438
Sharon Armstrong,melindayoung,5096,13755,6498,14038,10874,4846
Sharon Bishop,john65,3799,11989,7964,0,0,23325
Sharon Bowman,abrown,6878,3000,12753,8145,13522,12224
Sharon Brown,cfry,9460,0,10665,0,0,14342
Sharon Brown,mcknightronnie,0,3545,16460,0,8294,0
Sharon Henry,shoffman,14009,7995,15588,1000,0,8094
Sharon Johnson,qjones,0,25829,11142,0,4693,6594
Sharon Lynch,iturner,4994,3897,8985,0,0,0
Sharon Montgomery,david18,2598,8578,7646,600,7997,9940
Sharon Morales,moonkelsey,8744,14993,8336,450,17068,7898
Sharon Pineda,millercorey,10176,10774,6995,11067,11856,11283
Sharon Robinson,gordon88,12045,13156,4098,10789,6920,0
Sharon Rojas,jrussell,10556,2000,0,9342,1697,7500
Sharon Savage,ojefferson,2990,6747,0,4595,13094,9980
Sharon Schneider,karenacosta,0,450,14286,5994,24972,450
Sharon Thomas,ilawrence,0,10194,5397,21880,11008,0
Sharon Torres,ehernandez,2490,0,1500,0,24242,3349
Sharon Weaver,briannacooper,11877,9992,7728,3099,6247,2498
Sharon Williams,barbara90,2598,10377,7641,1299,5630,4293
Sharon Wilson,pamela20,0,17049,3048,7769,11275,0
Shaun Griffin,owensangela,0,0,4247,597,6190,3542
Shaun Jensen,jeffreyhayes,8887,9394,150,10562,6420,14086
Shaun Santiago,staffordkevin,2838,0,11970,0,0,10110
Shaun Warner,denisemartin,5098,12473,11079,13859,10770,5146
Shawn Bennett,djacobson,8493,8397,7800,3000,3994,0
Shawn Burgess,yolandasmith,6039,0,0,10557,6337,7723
Shawn Ferguson,aroman,7047,0,12686,0,12953,1847
Shawn Fletcher,paul66,0,7096,600,13519,3398,5347
Shawn Fox,vargasvalerie,3196,0,8883,1500,0,12681
Shawn Henry,jessevasquez,10542,3196,8076,23058,0,12414
Shawn Johnson,melissa70,0,9769,0,7960,2397,21646
Shawn Jones,mkrueger,14245,2600,5498,7695,6894,0
Shawn Kennedy,maurice43,14146,6776,16244,848,2299,6596
Shawn Kirk,natalie11,17348,3150,1598,0,19684,12834
Shawn Lee,terryhurst,0,6619,6500,5799,5097,10972
Shawn Miller,bryan44,0,0,4096,7397,6080,1999
Shawn Noble,jasonfleming,7685,7072,10740,3695,3888,199
Shawn Rodriguez,tgonzalez,0,0,7534,0,7985,21882
Shawn Snyder,johnsmith,5498,3490,597,3992,16869,4950
Shawn Stanton,robyn62,0,0,0,14407,12489,0
Shawn Stewart,cathybean,3588,0,2648,11524,0,2600
Shawna Adams,kristen91,0,7891,7095,0,6593,6692
Shawna Jones,williamsashley,3588,0,0,0,11650,1500
Sheena Powell,shelbywallace,0,3500,13492,0,8150,10166
Sheena Rodriguez,annettethornton,5796,10374,17347,11857,0,1990
Sheila Anthony,jessica69,1898,10274,15491,450,9048,0
Sheila Butler,yolandafranklin,0,15849,15014,13972,9089,1096
Sheila Cervantes,timothy63,12339,7494,0,17857,5696,6496
Sheila Craig,amandamckinney,8744,4543,12760,0,796,12470
Sheila Hill,tonya24,15596,10110,649,0,10206,0
Sheila Schmidt,joyceford,0,13385,10590,1299,0,16352
Sheila Stanley,mwilliams,11392,10116,24762,15128,450,0
Sheila Williams,devinsharp,0,0,3588,17777,3897,18440
Shelby Baker,allenfuller,0,5894,15941,12485,9696,10291
Shelby Curry,sarahdougherty,0,0,15093,2599,2500,12972
Shelby Leonard,rberry,14770,15163,19495,7494,0,0
Shelby Love,garygray,6619,7391,3599,31510,0,15294
Shelia Daniels,collinsjacob,6500,2397,0,1899,14292,11674
Shelia Harrell,vnash,3790,23321,7997,0,15343,22183
Shelia Smith,danielle96,17121,9893,1500,7369,0,14285
Shelley Davis,wbass,600,0,3796,5795,0,0
Shelly Jackson,xnewman,5397,0,0,11891,7647,7387
Shelly Lawson,tanderson,7269,6397,300,9189,5396,11341
Shelly Saunders,glawrence,20777,3990,22149,7598,0,2799
Sheri Carpenter,patrick61,15552,11107,3000,22648,19230,2300
Sheri Rodriguez,obarnett,13813,9897,3098,0,0,9681
Sheri Warren,crystalmcdonald,0,3196,0,0,3897,0
Sherri Collins,richardsonrobert,12020,2600,18180,8196,9441,199
Sherri Lopez,ywright,2797,3949,9794,0,8397,5500
Sherri Poole,travis19,7196,0,2994,2994,10392,4500
Sherri Robertson,kscott,7694,10367,5799,11995,15146,10857
Sherri Ruiz,joycerussell,3300,16342,2189,3799,6993,0
Sherri Sanchez,delacruzgeorge,0,6944,7895,19053,7366,0
Sherri Snyder,victor45,14971,0,13983,26323,11744,15817
Sherri Thomas,kingjennifer,9941,3447,16839,6185,13681,7196
Sherri Underwood,henryandrea,0,14859,0,5577,1600,26713
Sherry Burns,pattyhansen,4795,0,0,10474,9280,7960
Sherry Davidson,vstewart,10167,18767,10877,10676,27583,13266
Sherry Elliott,ryan53,11492,2598,15766,18368,0,9696
Sherry Evans,kmalone,0,14272,2397,5548,0,8097
Sherry Garcia,calhounvanessa,6000,8293,796,9245,3980,0
Sherry Hess,davisstephen,3899,3343,15713,2150,6199,5725
Sherry Johnson,lovelacey,7960,12465,2346,15539,6000,13110
Sherry Kline,gillsamantha,8538,199,10626,11542,6594,4645
Sherry Kline,madison97,13244,7496,0,0,398,0
Sherry Navarro,rodriguezkelly,8548,0,0,500,0,1598
Sherry Wang,mary90,0,8446,13934,0,3048,897
Sheryl Holmes,debrawilson,1000,7568,8877,14583,5970,5591
Shirley Diaz,faulknerdanielle,3299,1993,0,0,23887,7431
Shirley Everett,samanthadelgado,0,6592,33610,15204,7988,11512
Shirley Harvey,jwiley,0,0,8397,0,15555,12943
Sierra Bautista,shafferjeremiah,0,1799,16558,0,5946,12343
Sierra Davis,diazmichael,3150,6441,4696,0,11244,0
Sonia Jones,rpham,0,0,0,0,0,6996
Sonya Goodman,reginawilliams,0,4696,0,20145,16263,6576
Sonya Nelson,adawson,0,9744,15210,0,0,0
Sonya Smith,ericashea,9996,8480,500,13466,0,12368
Sophia Brown,austin21,8280,10357,16957,10149,1846,12279
Sophia Salas,barbara22,20101,4978,10877,6649,7393,18454
Sophia Smith,kimberlymiller,4693,19199,18850,7098,1945,16287
Sophia Taylor,victorialester,13156,16208,21641,19089,0,10145
Spencer Gardner,claytonmichael,10259,4295,0,8397,0,22393
